facility_id,component_id,facility_name,province,city,district,longitude_wgs84_deg,latitude_wgs84_deg,year,scenario_id,scenario_name_cn,scenario_order,process_type_p,process_type_confidence,size_class_z,treatment_level,wastewater_flow_m3_day,annual_wastewater_m3_year,selected_exposed_water_area_m2,exposed_water_area_source,exposed_water_area_confidence,climate_station_id,climate_station_distance_km,pev_spatial_confidence,climate_aux_confidence,annual_pev_mm_year,annual_precip_mm_year,mean_relative_humidity_fraction,mean_air_temperature_c,mean_wind_speed_10m_m_s,mean_shortwave_downward_kwh_m2_day,kp_free_water,f_sal,e_free_m_year,e_net_m_year,baseline_e_net_m_year,edi,v_net_m3_year,v_service_m3_year,electricity_price_cny_kwh,grid_factor_base_2023_kgco2_kwh,grid_factor_multiplier,grid_factor_kgco2_kwh,pond_unit_cost_cny_m3,pond_pump_sec_kwh_m3,mechanical_substitute_route,mechanical_substitute_sec_kwh_m3,mechanical_substitute_unit_cost_cny_m3,pi_electricity_kwh_m3,pi_carbon_kgco2_m3,pi_cost_gross_mechanical_cny_m3,pi_cost_cny_m3,shadow_avoided_electricity_kwh_year,shadow_avoided_carbon_tco2_year,shadow_gross_mechanical_cost_cny_year,shadow_net_cost_difference_cny_year,uec0_kwh_m3_at_20c_10k_m3d,process_temperature_factor,process_climate_factor,process_scale_factor,process_uec_kwh_m3,process_electricity_kwh_year,process_electricity_cost_cny_year,process_electricity_carbon_tco2_year,process_model_status,result_confidence,result_status
HW_CHN_45161,HW_CHN_45161::open_water,Beijing,北京市,,,116.096,40.246,2024,estimated_base,估算基准,2,medium_oxidation_sbr,medium,small_lt_10kt_d,Secondary,8200.0,2993000.0,24600.0,ridge_log_area_calibrated_from_top500_rs_labels,medium,54499,10.7503,high,medium,1599.98,855.17,0.6007103825136613,12.558825136612024,3.246612021857924,4.128032786885246,0.75,1.0,1.199985,0.3448149999999998,0.7359108333333333,0.5314445930383325,8482.448999999997,8482.448999999997,0.65,0.5554,1.0,0.5554,130.94715898729334,0.1,MVR_equivalent_upper_bound,20.0,28.0,20.0,11.108,28.0,-102.94715898729334,169648.97999999992,94.22304349199996,237508.57199999996,-873244.0258046071,0.5,1.677585554459307,1.4065513326755843,1.0200433168274805,0.7173716433352578,2147093.328502427,1395610.6635265774,1192.495634650248,estimated_process_uec_without_cod_tn_or_direct_ghg,low,estimated_complete_type_i
HW_CHN_45162,HW_CHN_45162::open_water,Beijing,北京市,,,116.304,39.674,2024,estimated_base,估算基准,2,medium_oxidation_sbr,medium,medium_10_100kt_d,Secondary,12600.0,4599000.0,37800.0,ridge_log_area_calibrated_from_top500_rs_labels,medium,54594,6.1643,high,medium,1963.88,878.4600000000002,0.6107445355191257,13.70928961748634,3.3149180327868857,4.0347896174863385,0.75,1.0,1.4729100000000002,0.59445,1.010250833333333,0.4115817771329067,22470.210000000003,22470.210000000003,0.65,0.5554,1.0,0.5554,75.98413811288339,0.1,MVR_equivalent_upper_bound,20.0,28.0,20.0,11.108,28.0,-47.984138112883386,449404.20000000007,249.59909268000004,629165.8800000001,-1078213.6600654935,0.5,1.5486263685284805,1.3291758211170883,0.9771538454931674,0.6494046324705506,2986611.904732062,1941297.7380758403,1658.7642518881871,estimated_process_uec_without_cod_tn_or_direct_ghg,low,estimated_complete_type_i
HW_CHN_45163,HW_CHN_45163::open_water,Beijing,北京市,,,116.528,39.76,2024,estimated_base,估算基准,2,medium_oxidation_sbr,medium,medium_10_100kt_d,Secondary,38000.0,13870000.0,42594.0,ridge_log_area_calibrated_from_top500_rs_labels,medium,54511,6.8741,high,medium,1894.01,855.17,0.6007103825136613,12.558825136612024,3.246612021857924,4.0347896174863385,0.75,1.0,1.4205075,0.5653375,0.9230060833333334,0.3875040368549395,24079.985475,24079.985475,0.65,0.5554,1.0,0.5554,79.8936539477808,0.1,MVR_equivalent_upper_bound,20.0,28.0,20.0,11.108,28.0,-51.893653947780805,481599.7095,267.4804786563001,674239.5933000001,-1249598.4333072382,0.5,1.677585554459307,1.4065513326755843,0.8750273756356117,0.6153854606639444,8535396.339408908,5548007.620615791,4740.559126907707,estimated_process_uec_without_cod_tn_or_direct_ghg,low,estimated_complete_type_i
HW_CHN_45164,HW_CHN_45164::open_water,Beijing,北京市,,,116.393,39.723,2024,estimated_base,估算基准,2,medium_oxidation_sbr,medium,medium_10_100kt_d,Secondary,77000.0,28105000.0,44945.00000000001,ridge_log_area_calibrated_from_top500_rs_labels,medium,54594,3.7446,high,medium,1963.88,878.4600000000002,0.6107445355191257,13.70928961748634,3.3149180327868857,4.0347896174863385,0.75,1.0,1.4729100000000002,0.59445,1.010250833333333,0.4115817771329067,26717.555250000005,26717.555250000005,0.65,0.5554,1.0,0.5554,75.98413811288339,0.1,MVR_equivalent_upper_bound,20.0,28.0,20.0,11.108,28.0,-47.984138112883386,534351.1050000001,296.77860371700007,748091.5470000001,-1282018.8611545928,0.5,1.5486263685284805,1.3291758211170883,0.815362864032438,0.5418803021543482,15229545.892047957,9899204.829831172,8458.489788443436,estimated_process_uec_without_cod_tn_or_direct_ghg,low,estimated_complete_type_i
HW_CHN_45165,HW_CHN_45165::open_water,Beijing,北京市,,,116.358,39.626,2024,estimated_base,估算基准,2,high_pond_lagoon,low,small_lt_10kt_d,Secondary,2400.0,876000.0,12000.0,fallback_rule_area_insufficient_rs_labels_for_scenario,low,54594,10.1049,high,medium,1963.88,878.4600000000002,0.6107445355191257,13.70928961748634,3.3149180327868857,4.0347896174863385,0.75,1.0,1.4729100000000002,0.59445,1.010250833333333,0.4115817771329067,7133.400000000001,7133.400000000001,0.65,0.5554,1.0,0.5554,75.98413811288339,0.1,MVR_equivalent_upper_bound,20.0,28.0,20.0,11.108,28.0,-47.984138112883386,142668.0,79.2378072,199735.2,-342290.0508144424,0.15,1.5486263685284805,1.3291758211170883,1.1533971549865143,0.2299601415829971,201445.08402670547,130939.30461735856,111.88259966843222,estimated_process_uec_without_cod_tn_or_direct_ghg,low,estimated_complete_type_i
HW_CHN_45166,HW_CHN_45166::open_water,Beijing,北京市,,,116.027,39.682,2024,estimated_base,估算基准,2,medium_oxidation_sbr,medium,medium_10_100kt_d,Secondary,19300.0,7044500.0,41150.0,ridge_log_area_calibrated_from_top500_rs_labels,medium,54596,17.5369,high,medium,1711.42,855.17,0.6007103825136613,12.558825136612024,3.246612021857924,4.0347896174863385,0.75,1.0,1.283565,0.4283950000000001,0.8039790833333333,0.4671565356851633,17628.454250000003,17628.454250000003,0.65,0.5554,1.0,0.5554,105.4120083712544,0.1,MVR_equivalent_upper_bound,20.0,28.0,20.0,11.108,28.0,-77.41200837125439,352569.0850000001,195.816869809,493596.719,-1364654.0479732752,0.5,1.677585554459307,1.4065513326755843,0.9363630532631216,0.6585213502177114,4638953.651608668,3015319.8735456346,2576.4748581034546,estimated_process_uec_without_cod_tn_or_direct_ghg,low,estimated_complete_type_i
HW_CHN_45167,HW_CHN_45167::open_water,Beijing,北京市,,,116.127,39.715,2024,estimated_base,估算基准,2,medium_oxidation_sbr,medium,medium_10_100kt_d,Secondary,40000.0,14600000.0,45782.99999999999,ridge_log_area_calibrated_from_top500_rs_labels,medium,54596,8.4832,high,medium,1711.42,855.17,0.6007103825136613,12.558825136612024,3.246612021857924,4.0347896174863385,0.75,1.0,1.283565,0.4283950000000001,0.8039790833333333,0.4671565356851633,19613.208285,19613.208285,0.65,0.5554,1.0,0.5554,105.4120083712544,0.1,MVR_equivalent_upper_bound,20.0,28.0,20.0,11.108,28.0,-77.41200837125439,392264.1657,217.86351762978003,549169.83198,-1518297.843945576,0.5,1.677585554459307,1.4065513326755843,0.8705505632961241,0.612237027482822,8938660.601249201,5810129.390811981,4964.532097933807,estimated_process_uec_without_cod_tn_or_direct_ghg,low,estimated_complete_type_i
HW_CHN_45168,HW_CHN_45168::open_water,Beijing,北京市,,,116.156,39.692,2024,estimated_base,估算基准,2,medium_oxidation_sbr,medium,medium_10_100kt_d,Secondary,35000.0,12775000.0,40774.0,ridge_log_area_calibrated_from_top500_rs_labels,medium,54596,9.1155,high,medium,1711.42,855.17,0.6007103825136613,12.558825136612024,3.246612021857924,4.0347896174863385,0.75,1.0,1.283565,0.4283950000000001,0.8039790833333333,0.4671565356851633,17467.377730000004,17467.377730000004,0.65,0.5554,1.0,0.5554,105.4120083712544,0.1,MVR_equivalent_upper_bound,20.0,28.0,20.0,11.108,28.0,-77.41200837125439,349347.5546000001,194.02763182484009,489086.5764400001,-1352184.7910586228,0.5,1.677585554459307,1.4065513326755843,0.8822531051524675,0.6204671404046878,7926467.718669886,5152204.0171354255,4402.360170949254,estimated_process_uec_without_cod_tn_or_direct_ghg,low,estimated_complete_type_i
HW_CHN_45169,HW_CHN_45169::open_water,Beijing,北京市,,,115.969,39.719,2024,estimated_base,估算基准,2,medium_oxidation_sbr,medium,medium_10_100kt_d,Secondary,25000.0,9125000.0,29806.0,ridge_log_area_calibrated_from_top500_rs_labels,medium,54597,20.2174,high,medium,1539.87,861.61,0.5966740437158471,12.628442622950818,3.119371584699454,3.966162021857924,0.75,1.0,1.1549025,0.2932924999999999,0.6779313333333333,0.5673713758620589,8741.876255,8741.876255,0.65,0.5554,1.0,0.5554,153.93914151812112,0.1,MVR_equivalent_upper_bound,20.0,28.0,20.0,11.108,28.0,-125.93914151812112,174837.52509999997,97.10476144054,244772.53514,-1100944.3908123476,0.5,1.669485274428804,1.4016911646572825,0.9124435365554808,0.6394820217192309,5835273.448187982,3792927.741322188,3240.910873123605,estimated_process_uec_without_cod_tn_or_direct_ghg,low,estimated_complete_type_i
HW_CHN_45170,HW_CHN_45170::open_water,Beijing,北京市,,,116.218,39.768,2024,estimated_base,估算基准,2,medium_oxidation_sbr,medium,small_lt_10kt_d,Secondary,6200.0,2263000.0,18600.0,ridge_log_area_calibrated_from_top500_rs_labels,medium,54596,1.5456,high,medium,1711.42,855.17,0.6007103825136613,12.558825136612024,3.246612021857924,4.0347896174863385,0.75,1.0,1.283565,0.4283950000000001,0.8039790833333333,0.4671565356851633,7968.147000000002,7968.147000000002,0.65,0.5554,1.0,0.5554,105.4120083712544,0.1,MVR_equivalent_upper_bound,20.0,28.0,20.0,11.108,28.0,-77.41200837125439,159362.94000000003,88.51017687600003,223108.11600000004,-616830.2622673857,0.5,1.677585554459307,1.4065513326755843,1.048964597560874,0.7377112763143777,1669440.6182994368,1085136.401894634,927.2073194035072,estimated_process_uec_without_cod_tn_or_direct_ghg,low,estimated_complete_type_i
HW_CHN_45171,HW_CHN_45171::open_water,Beijing,北京市,,,116.449,39.865,2024,estimated_base,估算基准,2,medium_oxidation_sbr,medium,medium_10_100kt_d,Secondary,40000.0,14600000.0,41220.0,ridge_log_area_calibrated_from_top500_rs_labels,medium,54511,7.3834,high,medium,1894.01,855.17,0.6007103825136613,12.558825136612024,3.246612021857924,4.0347896174863385,0.75,1.0,1.4205075,0.5653375,0.9230060833333334,0.3875040368549395,23303.21175,23303.21175,0.65,0.5554,1.0,0.5554,79.8936539477808,0.1,MVR_equivalent_upper_bound,20.0,28.0,20.0,11.108,28.0,-51.893653947780805,466064.235,258.85207611900006,652489.929,-1209288.8064263596,0.5,1.677585554459307,1.4065513326755843,0.8705505632961241,0.612237027482822,8938660.601249201,5810129.390811981,4964.532097933807,estimated_process_uec_without_cod_tn_or_direct_ghg,low,estimated_complete_type_i
HW_CHN_45172,HW_CHN_45172::open_water,Beijing,北京市,,,116.267,39.824,2024,estimated_base,估算基准,2,medium_oxidation_sbr,medium,medium_10_100kt_d,Secondary,11000.0,4015000.0,26971.0,ridge_log_area_calibrated_from_top500_rs_labels,medium,54514,4.9614,high,medium,1585.8,855.17,0.6007103825136613,12.558825136612024,3.246612021857924,4.0347896174863385,0.75,1.0,1.18935,0.3341799999999999,0.7024543333333333,0.5242680069831349,9013.168779999998,9013.168779999998,0.65,0.5554,1.0,0.5554,135.11237462207058,0.1,MVR_equivalent_upper_bound,20.0,28.0,20.0,11.108,28.0,-107.11237462207058,180263.3756,100.11827880823998,252368.72583999997,-965421.9108953106,0.5,1.677585554459307,1.4065513326755843,0.9905142582145218,0.6966045749629017,2796867.3684760504,1817963.7895094329,1553.3801364515984,estimated_process_uec_without_cod_tn_or_direct_ghg,low,estimated_complete_type_i
HW_CHN_45173,HW_CHN_45173::open_water,Beijing,北京市,,,116.254,39.875,2024,estimated_base,估算基准,2,medium_oxidation_sbr,medium,medium_10_100kt_d,Secondary,64900.0,23688500.0,44457.00000000001,ridge_log_area_calibrated_from_top500_rs_labels,medium,54514,0.9875,high,medium,1585.8,855.17,0.6007103825136613,12.558825136612024,3.246612021857924,4.0347896174863385,0.75,1.0,1.18935,0.3341799999999999,0.7024543333333333,0.5242680069831349,14856.640259999998,14856.640259999998,0.65,0.5554,1.0,0.5554,135.11237462207058,0.1,MVR_equivalent_upper_bound,20.0,28.0,20.0,11.108,28.0,-107.11237462207058,297132.80519999994,165.02756000807997,415985.92728,-1591330.017154456,0.5,1.677585554459307,1.4065513326755843,0.8294219612254382,0.5833122824560184,13817793.002959391,8981565.451923605,7674.402233843646,estimated_process_uec_without_cod_tn_or_direct_ghg,low,estimated_complete_type_i
HW_CHN_45174,HW_CHN_45174::open_water,Beijing,北京市,,,116.366,40.033,2024,estimated_base,估算基准,2,low_conventional,medium,large_gt_100kt_d,Secondary,450000.0,164250000.0,27000.0,fallback_rule_area_insufficient_rs_labels_for_scenario,low,54399,8.9483,high,medium,1423.28,855.17,0.6007103825136613,12.558825136612024,3.246612021857924,4.0347896174863385,0.75,1.0,1.06746,0.2122899999999998,0.5784328333333334,0.6329910963445197,5731.829999999996,5731.829999999996,0.65,0.5554,1.0,0.5554,212.65217627398164,0.1,MVR_equivalent_upper_bound,20.0,28.0,20.0,11.108,28.0,-184.65217627398164,114636.59999999992,63.66916763999996,160491.2399999999,-1058394.8835324957,0.35,1.677585554459307,1.4065513326755843,0.6834059389931685,0.3364359369872375,55259602.65015377,35918741.72259995,30691.183311895405,estimated_process_uec_without_cod_tn_or_direct_ghg,low,estimated_complete_type_i
HW_CHN_45175,HW_CHN_45175::open_water,Beijing,北京市,,,116.312,40.008,2024,estimated_base,估算基准,2,medium_oxidation_sbr,medium,medium_10_100kt_d,Secondary,20000.0,7300000.0,30716.0,ridge_log_area_calibrated_from_top500_rs_labels,medium,54399,3.6724,high,medium,1423.28,855.17,0.6007103825136613,12.558825136612024,3.246612021857924,4.0347896174863385,0.75,1.0,1.06746,0.2122899999999998,0.5784328333333334,0.6329910963445197,6520.699639999996,6520.699639999996,0.65,0.5554,1.0,0.5554,212.65217627398164,0.1,MVR_equivalent_upper_bound,20.0,28.0,20.0,11.108,28.0,-184.65217627398164,130413.99279999992,72.43193160111996,182579.58991999988,-1204061.379354968,0.5,1.677585554459307,1.4065513326755843,0.9330329915368074,0.6561793988381918,4790109.6115188,3113571.2474872204,2660.4268782375416,estimated_process_uec_without_cod_tn_or_direct_ghg,low,estimated_complete_type_i
HW_CHN_45176,HW_CHN_45176::open_water,Beijing,北京市,,,116.256,40.07,2024,estimated_base,估算基准,2,medium_oxidation_sbr,medium,medium_10_100kt_d,Secondary,17300.0,6314500.0,28097.0,ridge_log_area_calibrated_from_top500_rs_labels,medium,54399,9.914,high,medium,1423.28,855.17,0.6007103825136613,12.558825136612024,3.246612021857924,4.0347896174863385,0.75,1.0,1.06746,0.2122899999999998,0.5784328333333334,0.6329910963445197,5964.712129999996,5964.712129999996,0.65,0.5554,1.0,0.5554,212.65217627398164,0.1,MVR_equivalent_upper_bound,20.0,28.0,20.0,11.108,28.0,-184.65217627398164,119294.24259999993,66.25602234003996,167011.93963999988,-1101397.0756523155,0.5,1.677585554459307,1.4065513326755843,0.946662970550227,0.6657650314110246,4203973.2908449145,2732582.6390491948,2334.8867657352653,estimated_process_uec_without_cod_tn_or_direct_ghg,low,estimated_complete_type_i
HW_CHN_45177,HW_CHN_45177::open_water,Beijing,北京市,,,116.178,40.069,2024,estimated_base,估算基准,2,medium_oxidation_sbr,medium,medium_10_100kt_d,Secondary,11400.0,4161000.0,27854.0,ridge_log_area_calibrated_from_top500_rs_labels,medium,54399,13.0836,high,medium,1423.28,855.17,0.6007103825136613,12.558825136612024,3.246612021857924,4.0347896174863385,0.75,1.0,1.06746,0.2122899999999998,0.5784328333333334,0.6329910963445197,5913.125659999996,5913.125659999996,0.65,0.5554,1.0,0.5554,212.65217627398164,0.1,MVR_equivalent_upper_bound,20.0,28.0,20.0,11.108,28.0,-184.65217627398164,118262.51319999991,65.68299983127996,165567.51847999988,-1091871.521700523,0.5,1.677585554459307,1.4065513326755843,0.9869826420876454,0.6941208752780235,2888236.962031856,1877354.0253207064,1604.126808712493,estimated_process_uec_without_cod_tn_or_direct_ghg,low,estimated_complete_type_i
