climate_station_id,station_name,station_name_full,longitude_deg,latitude_deg,province_first,city_first,station_facility_count,mean_match_distance_km,state_trend_quadrant,dominant_process_type_p,dominant_process_name_cn,dominant_process_share_pct,station_total_process_carbon_tco2_year,station_total_facility_count,station_total_wastewater_m3_year,high_pond_lagoon,low_conventional,medium_oxidation_sbr,high_pond_lagoon_carbon_share_pct,low_conventional_carbon_share_pct,medium_oxidation_sbr_carbon_share_pct,station_total_process_carbon_10k_tco2_year
53679,小店,小店 type: 一般站 Lat: 37.75 Lon: 112.55 altitude: 776.2 alt_qiya: 777.2 县级: 小店区 县级码: 140105 地级: 太原市 省级: 山西省,112.55,37.75,山西省,,6,6.2239,positive_decline,medium_oxidation_sbr,氧化沟/SBR,65.81841676100902,46598.117957254086,6,124903000.0,0.0,15927.974477362002,30670.14347989208,0.0,34.18158323899097,65.81841676100902,4.659811795725409
54527,西青,西青 type: 基本站 Lat: 39.083333 Lon: 117.05 altitude: 3.5 alt_qiya: 4.3 县级: 西青区 县级码: 120111 地级: 天津市 省级: 天津市,117.05,39.0833,天津市,,3,7.627866666666667,positive_decline,low_conventional,常规工艺,99.62798290759841,45390.845032661986,3,198341000.0,168.86170190702444,45221.98333075496,0.0,0.3720170924015983,99.62798290759841,0.0,4.539084503266198
59287,广州,广州 type: 基本站 Lat: 23.216667 Lon: 113.483333 altitude: 70.7 alt_qiya: 71.5 县级: 黄埔区 县级码: 440112 地级: 广州市 省级: 广东省,113.4833,23.2167,广东省,,7,14.95047142857143,nonpositive_decline,low_conventional,常规工艺,70.44035828885106,43265.70193888386,7,420626000.0,0.0,30476.51546193617,12789.186476947687,0.0,70.44035828885106,29.559641711148938,4.326570193888386
54823,济南,济南 type: 基本站 Lat: 36.6 Lon: 117.0 altitude: 170.3 alt_qiya: 171.2 县级: 市中区 县级码: 370103 地级: 济南市 省级: 山东省,117.0,36.6,山东省,,8,13.1174,positive_decline,low_conventional,常规工艺,79.26420724532015,42711.80304983538,8,185967500.0,0.0,33855.172087634484,8856.630962200896,0.0,79.26420724532015,20.73579275467986,4.271180304983537
57493,江夏,江夏 type: 基本站 Lat: 30.35 Lon: 114.333333 altitude: 73.5 alt_qiya: 74.4 县级: 江夏区 县级码: 420115 地级: 武汉市 省级: 湖北省,114.3333,30.35,湖北省,,8,16.9484,nonpositive_decline,low_conventional,常规工艺,64.69756507105573,41502.42118593355,8,317842000.0,0.0,26851.055952832983,14651.365233100565,0.0,64.69756507105573,35.30243492894425,4.150242118593355
58459,萧山,萧山 type: 一般站 Lat: 30.183333 Lon: 120.283333 altitude: 96.5 alt_qiya: 98.0 县级: 萧山区 县级码: 330109 地级: 杭州市 省级: 浙江省,120.2833,30.1833,浙江省,,2,9.7091,nonpositive_decline,low_conventional,常规工艺,100.0,39851.050424002526,2,298679500.0,0.0,39851.050424002526,0.0,0.0,100.0,0.0,3.9851050424002525
54399,海淀,海淀 type: 一般站 Lat: 39.983333 Lon: 116.283333 altitude: 45.8 alt_qiya: 46.9 县级: 海淀区 县级码: 110108 地级: 北京市 省级: 北京市,116.2833,39.9833,北京市,,4,8.904575,positive_decline,low_conventional,常规工艺,82.30268151493469,37290.623764580705,4,182025500.0,0.0,30691.183311895405,6599.4404526852995,0.0,82.30268151493469,17.697318485065313,3.7290623764580704
54449,秦皇岛,秦皇岛 type: 基本站 Lat: 39.85 Lon: 119.516667 altitude: 2.4 alt_qiya: 3.5 县级: 北戴河区 县级码: 130304 地级: 秦皇岛市 省级: 河北省,119.5167,39.85,河北省,,7,13.723514285714286,positive_decline,medium_oxidation_sbr,氧化沟/SBR,70.7337306429134,36712.78180645737,7,98878500.0,206.090214363928,10538.37139759337,25968.320194500076,0.5613582088396227,28.704911148246975,70.7337306429134,3.6712781806457375
54340,苏家屯,苏家屯 type: 一般站 Lat: 41.666667 Lon: 123.316667 altitude: 35.8 alt_qiya: 37.3 县级: 苏家屯区 县级码: 210111 地级: 沈阳市 省级: 辽宁省,123.3167,41.6667,辽宁省,,3,9.408566666666664,positive_decline,low_conventional,常规工艺,95.15018454169422,36369.44388996245,3,170236000.0,0.0,34605.5929780872,1763.850911875248,0.0,95.15018454169422,4.849815458305786,3.636944388996245
58238,南京,南京 type: 基准站 Lat: 31.933333 Lon: 118.9 altitude: 35.2 alt_qiya: 36.3 县级: 江宁区 县级码: 320115 地级: 南京市 省级: 江苏省,118.9,31.9333,江苏省,,8,13.51485,positive_decline,medium_oxidation_sbr,氧化沟/SBR,60.868183296026466,35382.27138319487,8,151292500.0,0.0,13845.725583374297,21536.545799820575,0.0,39.13181670397353,60.868183296026466,3.538227138319487
54533,丰南,丰南 type: 一般站 Lat: 39.583333 Lon: 118.1 altitude: 8.9 alt_qiya: 10.1 县级: 丰南区 县级码: 130207 地级: 唐山市 省级: 河北省,118.1,39.5833,河北省,,5,6.9809,positive_increase,medium_oxidation_sbr,氧化沟/SBR,72.16567124922075,35289.757496230195,5,105777000.0,0.0,9822.667116853478,25467.090379376717,0.0,27.834328750779253,72.16567124922075,3.5289757496230196
58457,杭州,杭州 type: 基准站 Lat: 30.233333 Lon: 120.166667 altitude: 41.7 alt_qiya: 42.6 县级: 上城区 县级码: 330102 地级: 杭州市 省级: 浙江省,120.1667,30.2333,浙江省,,6,9.694116666666668,nonpositive_decline,low_conventional,常规工艺,62.45392892665238,35068.021980506615,6,218197000.0,0.0,21901.357523688435,13166.66445681818,0.0,62.45392892665238,37.54607107334762,3.5068021980506616
54172,吉林城郊,吉林城郊 type: 一般站 Lat: 43.866667 Lon: 126.533333 altitude: 290.3 alt_qiya: 291.7 县级: 昌邑区 县级码: 220202 地级: 吉林市 省级: 吉林省,126.5333,43.8667,吉林省,,2,7.01495,positive_decline,low_conventional,常规工艺,100.0,34768.165599614884,2,152752500.0,0.0,34768.165599614884,0.0,0.0,100.0,0.0,3.476816559961488
58259,南通,南通 type: 基本站 Lat: 32.083333 Lon: 120.983333 altitude: 4.8 alt_qiya: 5.9 县级: 通州区 县级码: 320612 地级: 南通市 省级: 江苏省,120.9833,32.0833,江苏省,,8,16.163487500000002,positive_decline,medium_oxidation_sbr,氧化沟/SBR,68.43016434097218,34380.207875938424,8,145562000.0,107.47838529023872,10746.296740375665,23526.432750272517,0.3126170315144002,31.257218627513435,68.43016434097215,3.4380207875938424
53446,包头市,包头市 type: 基本站 Lat: 40.533333 Lon: 109.883333 altitude: 1004.7 alt_qiya: 1005.6 县级: 九原区 县级码: 150207 地级: 包头市 省级: 内蒙古自治区,109.8833,40.5333,内蒙古自治区,,6,11.253133333333333,positive_increase,medium_oxidation_sbr,氧化沟/SBR,99.55083897257796,34279.93259119123,6,73438000.0,153.97209742616937,0.0,34125.96049376506,0.4491610274220169,0.0,99.55083897257796,3.427993259119123
57131,泾河,泾河 type: 基本站 Lat: 34.433333 Lon: 108.966667 altitude: 410.0 alt_qiya: 411.0 县级: 高陵区 县级码: 610117 地级: 西安市 省级: 陕西省,108.9667,34.4333,陕西省,,3,10.872666666666666,positive_decline,low_conventional,常规工艺,73.3916583017887,34021.69493333213,3,151803500.0,0.0,24969.086093948077,9052.608839384056,0.0,73.3916583017887,26.60834169821131,3.402169493333213
54857,青岛,青岛 type: 基本站 Lat: 36.066667 Lon: 120.333333 altitude: 76.0 alt_qiya: 77.1 县级: 市南区 县级码: 370202 地级: 青岛市 省级: 山东省,120.3333,36.0667,山东省,,5,9.84438,positive_decline,medium_oxidation_sbr,氧化沟/SBR,73.84763222993543,33617.008439381345,5,114975000.0,0.0,8791.643680360656,24825.36475902069,0.0,26.15236777006458,73.84763222993543,3.3617008439381344
54526,东丽,东丽 type: 一般站 Lat: 39.083333 Lon: 117.333333 altitude: 1.9 alt_qiya: 2.6 县级: 东丽区 县级码: 120110 地级: 天津市 省级: 天津市,117.3333,39.0833,天津市,,2,12.11145,positive_decline,low_conventional,常规工艺,88.34374927039582,32444.363780659423,2,137860500.0,0.0,28662.567390760876,3781.796389898548,0.0,88.34374927039582,11.65625072960418,3.2444363780659424
57679,马坡岭,马坡岭 type: 一般站 Lat: 28.216667 Lon: 113.2 altitude: 101.4 alt_qiya: 102.6 县级: 长沙县 县级码: 430121 地级: 长沙市 省级: 湖南省,113.2,28.2167,湖南省,,6,18.641366666666663,nonpositive_decline,medium_oxidation_sbr,氧化沟/SBR,75.17929908724554,32420.194750355546,6,173156000.0,125.56383905274788,7921.355735265528,24373.27517603727,0.3873013102469745,24.433399602507496,75.17929908724554,3.2420194750355544
54938,临沂,临沂 type: 一般站 Lat: 35.05 Lon: 118.4 altitude: 65.2 alt_qiya: 66.2 县级: 河东区 县级码: 371312 地级: 临沂市 省级: 山东省,118.4,35.05,山东省,,7,6.5531,positive_decline,medium_oxidation_sbr,氧化沟/SBR,64.74153730523243,31276.176203878887,7,111580500.0,0.0,11027.498919194411,20248.677284684476,0.0,35.25846269476758,64.74153730523243,3.127617620387889
53487,大同,大同 type: 基本站 Lat: 40.083333 Lon: 113.416667 altitude: 1052.6 alt_qiya: 1053.6 县级: 云州区 县级码: 140215 地级: 大同市 省级: 山西省,113.4167,40.0833,山西省,,5,8.47576,positive_decline,medium_oxidation_sbr,氧化沟/SBR,100.0,31025.49876624622,5,58874500.0,0.0,0.0,31025.49876624622,0.0,0.0,100.0,3.102549876624622
58356,昆山,昆山 type: 基本站 Lat: 31.4 Lon: 121.0 altitude: 3.2 alt_qiya: 4.4 县级: 昆山市 县级码: 320583 地级: 苏州市 省级: 江苏省,121.0,31.4,江苏省,,11,10.013527272727272,positive_decline,medium_oxidation_sbr,氧化沟/SBR,99.73105336524225,30814.67942624401,11,110449000.0,82.87504332827558,0.0,30731.804382915732,0.2689466347577616,0.0,99.73105336524225,3.0814679426244007
53498,宣化,宣化 type: 一般站 Lat: 40.566667 Lon: 115.033333 altitude: 629.3 alt_qiya: 630.5 县级: 宣化区 县级码: 130705 地级: 张家口市 省级: 河北省,115.0333,40.5667,河北省,,2,4.0981,positive_decline,medium_oxidation_sbr,氧化沟/SBR,100.0,30770.193644922794,2,65335000.0,0.0,0.0,30770.193644922794,0.0,0.0,100.0,3.0770193644922794
50850,大庆,大庆 type: 一般站 Lat: 46.566667 Lon: 125.133333 altitude: 147.2 alt_qiya: 148.4 县级: 龙凤区 县级码: 230603 地级: 大庆市 省级: 黑龙江省,125.1333,46.5667,黑龙江省,,5,17.306919999999998,positive_decline,medium_oxidation_sbr,氧化沟/SBR,100.0,30700.362424545354,5,72051000.0,0.0,0.0,30700.362424545354,0.0,0.0,100.0,3.0700362424545355
54135,通辽,通辽 type: 基本站 Lat: 43.6 Lon: 122.266667 altitude: 178.7 alt_qiya: 179.7 县级: 科尔沁区 县级码: 150502 地级: 通辽市 省级: 内蒙古自治区,122.2667,43.6,内蒙古自治区,,4,9.1907,positive_decline,medium_oxidation_sbr,氧化沟/SBR,100.0,30135.659705218255,4,59020500.0,0.0,0.0,30135.659705218255,0.0,0.0,100.0,3.0135659705218254
58359,吴江,吴江 type: 一般站 Lat: 31.133333 Lon: 120.616667 altitude: 4.7 alt_qiya: 5.8 县级: 吴江区 县级码: 320509 地级: 苏州市 省级: 江苏省,120.6167,31.1333,江苏省,,9,14.106311111111111,nonpositive_decline,medium_oxidation_sbr,氧化沟/SBR,72.54680077311957,29768.574716723597,9,123954000.0,107.91888338342608,8064.507240601459,21596.14859273871,0.3625262022464201,27.09067302463401,72.54680077311957,2.9768574716723597
58027,徐州,徐州 type: 基本站 Lat: 34.283333 Lon: 117.15 altitude: 41.2 alt_qiya: 42.3 县级: 鼓楼区 县级码: 320302 地级: 徐州市 省级: 江苏省,117.15,34.2833,江苏省,,6,13.318733333333334,positive_decline,low_conventional,常规工艺,62.927426278423596,29171.6088357713,6,131400000.0,0.0,18356.94264436009,10814.66619141121,0.0,62.927426278423596,37.0725737215764,2.91716088357713
59485,中山,中山 type: 基本站 Lat: 22.516667 Lon: 113.4 altitude: 33.7 alt_qiya: 34.5 县级: 中山市 县级码: 0 地级: 中山市 省级: 广东省,113.4,22.5167,广东省,,10,23.18499,nonpositive_decline,low_conventional,常规工艺,60.93160488543712,29036.31070467701,10,248601500.0,0.0,17692.290111881677,11344.02059279533,0.0,60.93160488543712,39.068395114562875,2.903631070467701
59481,番禺,番禺 type: 一般站 Lat: 22.933333 Lon: 113.316667 altitude: 12.2 alt_qiya: 13.1 县级: 番禺区 县级码: 440113 地级: 广州市 省级: 广东省,113.3167,22.9333,广东省,,6,13.444783333333334,nonpositive_decline,low_conventional,常规工艺,74.67867343919022,28990.038042591612,6,262763500.0,0.0,21649.375839724,7340.66220286761,0.0,74.67867343919022,25.32132656080978,2.899003804259161
58452,嘉兴,嘉兴 type: 一般站 Lat: 30.733333 Lon: 120.766667 altitude: 4.8 alt_qiya: 4.3 县级: 南湖区 县级码: 330402 地级: 嘉兴市 省级: 浙江省,120.7667,30.7333,江苏省,,3,14.276733333333333,positive_decline,low_conventional,常规工艺,96.24815589263464,28756.959696775964,3,196443000.0,0.0,27678.043398935046,1078.9162978409172,0.0,96.24815589263464,3.751844107365349,2.8756959696775963
50953,哈尔滨,哈尔滨 type: 基本站 Lat: 45.933333 Lon: 126.566667 altitude: 118.3 alt_qiya: 117.7 县级: 呼兰区 县级码: 230111 地级: 哈尔滨市 省级: 黑龙江省,126.5667,45.9333,黑龙江省,,2,16.1892,positive_decline,low_conventional,常规工艺,90.98409595474496,28619.456005199758,2,110157000.0,0.0,26039.153313496965,2580.302691702792,0.0,90.98409595474496,9.015904045255041,2.861945600519976
58449,富阳,富阳 type: 一般站 Lat: 30.05 Lon: 119.95 altitude: 46.5 alt_qiya: 47.9 县级: 富阳区 县级码: 330111 地级: 杭州市 省级: 浙江省,119.95,30.05,浙江省,,4,2.690575,nonpositive_decline,low_conventional,常规工艺,54.291764039217696,28152.517046584093,4,158191000.0,0.0,15284.498126031975,12868.018920552116,0.0,54.291764039217696,45.7082359607823,2.8152517046584093
58362,宝山,宝山 type: 基本站 Lat: 31.4 Lon: 121.45 altitude: 5.5 alt_qiya: 6.7 县级: 宝山区 县级码: 310113 地级: 上海市 省级: 上海市,121.45,31.4,上海市,,3,7.004899999999999,nonpositive_decline,low_conventional,常规工艺,78.06153486344071,27810.24900547683,3,162425000.0,0.0,21709.10722301997,6101.14178245686,0.0,78.06153486344071,21.938465136559284,2.781024900547683
54611,满城,满城 type: 一般站 Lat: 38.933333 Lon: 115.316667 altitude: 44.8 alt_qiya: 45.9 县级: 满城区 县级码: 130607 地级: 保定市 省级: 河北省,115.3167,38.9333,河北省,,4,11.802325,positive_decline,medium_oxidation_sbr,氧化沟/SBR,100.0,27540.976284501157,4,77818000.0,0.0,0.0,27540.976284501157,0.0,0.0,100.0,2.7540976284501157
53991,汤阴,汤阴 type: 一般站 Lat: 35.916667 Lon: 114.333333 altitude: 93.0 alt_qiya: 93.9 县级: 汤阴县 县级码: 410523 地级: 安阳市 省级: 河南省,114.3333,35.9167,河南省,,6,14.9534,positive_decline,medium_oxidation_sbr,氧化沟/SBR,100.0,27106.97327551047,6,90337500.0,0.0,0.0,27106.97327551047,0.0,0.0,100.0,2.710697327551047
57083,郑州,郑州 type: 基本站 Lat: 34.716667 Lon: 113.65 altitude: 110.4 alt_qiya: 111.6 县级: 二七区 县级码: 410103 地级: 郑州市 省级: 河南省,113.65,34.7167,河南省,,2,12.7127,positive_decline,low_conventional,常规工艺,100.0,26863.340666517863,2,148080500.0,0.0,26863.340666517863,0.0,0.0,100.0,0.0,2.6863340666517863
58367,徐家汇,徐家汇 type: 一般站 Lat: 31.2 Lon: 121.433333 altitude: 4.6 alt_qiya: 8.6 县级: 徐汇区 县级码: 310104 地级: 上海市 省级: 上海市,121.4333,31.2,上海市,,5,6.90316,nonpositive_decline,medium_oxidation_sbr,氧化沟/SBR,100.0,26777.79045969579,5,102565000.0,0.0,0.0,26777.79045969579,0.0,0.0,100.0,2.677779045969579
54843,潍坊,潍坊 type: 基本站 Lat: 36.75 Lon: 119.2 altitude: 22.2 alt_qiya: 22.9 县级: 寒亭区 县级码: 370703 地级: 潍坊市 省级: 山东省,119.2,36.75,山东省,,8,10.4016875,positive_decline,medium_oxidation_sbr,氧化沟/SBR,68.0179543459618,26604.352945827275,8,89096500.0,0.0,8508.616305095935,18095.73664073134,0.0,31.982045654038195,68.0179543459618,2.6604352945827276
53892,邯郸,邯郸 type: 一般站 Lat: 36.616667 Lon: 114.466667 altitude: 66.6 alt_qiya: 67.7 县级: 复兴区 县级码: 130404 地级: 邯郸市 省级: 河北省,114.4667,36.6167,河北省,,3,4.614366666666666,positive_decline,medium_oxidation_sbr,氧化沟/SBR,100.0,25938.66002768991,3,80665000.0,0.0,0.0,25938.66002768991,0.0,0.0,100.0,2.593866002768991
58351,江阴,江阴 type: 一般站 Lat: 31.9 Lon: 120.3 altitude: 4.2 alt_qiya: 5.4 县级: 江阴市 县级码: 320281 地级: 无锡市 省级: 江苏省,120.3,31.9,江苏省,,18,10.347822222222224,positive_decline,medium_oxidation_sbr,氧化沟/SBR,98.01656156274422,25800.676915461514,18,85556000.0,511.7405430134473,0.0,25288.936372448068,1.983438437255798,0.0,98.01656156274422,2.5800676915461516
58462,松江,松江 type: 一般站 Lat: 31.033333 Lon: 121.233333 altitude: 4.2 alt_qiya: 9.1 县级: 松江区 县级码: 310117 地级: 上海市 省级: 上海市,121.2333,31.0333,上海市,,6,9.6672,positive_decline,medium_oxidation_sbr,氧化沟/SBR,100.0,25259.678330853727,6,95630000.0,0.0,0.0,25259.678330853727,0.0,0.0,100.0,2.5259678330853728
57048,秦都,秦都 type: 基本站 Lat: 34.4 Lon: 108.716667 altitude: 472.8 alt_qiya: 473.4 县级: 渭城区 县级码: 610404 地级: 咸阳市 省级: 陕西省,108.7167,34.4,陕西省,,3,10.210866666666666,positive_decline,medium_oxidation_sbr,氧化沟/SBR,68.12198915431273,25018.216901647615,3,91177000.0,0.0,7975.309897304792,17042.907004342822,0.0,31.878010845687264,68.12198915431273,2.5018216901647614
57780,株洲,株洲 type: 基本站 Lat: 27.866667 Lon: 113.166667 altitude: 74.6 alt_qiya: 75.8 县级: 荷塘区 县级码: 430202 地级: 株洲市 省级: 湖南省,113.1667,27.8667,湖南省,,6,9.171066666666666,nonpositive_decline,medium_oxidation_sbr,氧化沟/SBR,100.0,24638.807119351764,6,113113500.0,0.0,0.0,24638.807119351764,0.0,0.0,100.0,2.4638807119351767
54347,辽阳,辽阳 type: 一般站 Lat: 41.25 Lon: 123.183333 altitude: 24.8 alt_qiya: 25.8 县级: 白塔区 县级码: 211002 地级: 辽阳市 省级: 辽宁省,123.1833,41.25,辽宁省,,4,9.556575,positive_decline,low_conventional,常规工艺,79.9747390752109,23697.218659955703,4,96725000.0,0.0,18951.78879138176,4745.429868573943,0.0,79.9747390752109,20.025260924789112,2.36972186599557
57494,武汉,武汉 type: 基本站 Lat: 30.6 Lon: 114.05 altitude: 23.6 alt_qiya: 24.6 县级: 东西湖区 县级码: 420112 地级: 武汉市 省级: 湖北省,114.05,30.6,湖北省,,4,13.8865,nonpositive_decline,low_conventional,常规工艺,64.42459621528671,23686.01676223676,4,189435000.0,0.0,15259.62065855616,8426.396103680598,0.0,64.42459621528671,35.57540378471328,2.3686016762236757
54528,北辰,北辰 type: 一般站 Lat: 39.233333 Lon: 117.133333 altitude: 3.4 alt_qiya: 4.6 县级: 北辰区 县级码: 120113 地级: 天津市 省级: 天津市,117.1333,39.2333,天津市,,4,4.997875,positive_decline,medium_oxidation_sbr,氧化沟/SBR,100.0,23351.43533965265,4,60152000.0,0.0,0.0,23351.43533965265,0.0,0.0,100.0,2.335143533965265
58693,新建,新建 type: 一般站 Lat: 28.7 Lon: 115.833333 altitude: 40.0 alt_qiya: 41.0 县级: 青山湖区 县级码: 360111 地级: 南昌市 省级: 江西省,115.8333,28.7,江西省,,3,8.678199999999999,nonpositive_decline,low_conventional,常规工艺,68.56883454062816,23241.950823677253,3,126363000.0,0.0,15936.734804301419,7305.2160193758355,0.0,68.56883454062816,31.431165459371847,2.324195082367725
